Mod:Item:MetaData, Localized Name
gregtech:gt.metaitem.01:32258, gt.metaitem.01.32258.name
gregtech:gt.metaitem.01:32300, gt.metaitem.01.32300.name
gregtech:gt.metaitem.01:32301, gt.metaitem.01.32301.name
gregtech:gt.metaitem.01:32302, gt.metaitem.01.32302.name
gregtech:gt.metaitem.01:32303, gt.metaitem.01.32303.name
gregtech:gt.metaitem.01:32304, gt.metaitem.01.32304.name
gregtech:gt.metaitem.01:32305, gt.metaitem.01.32305.name
gregtech:gt.metaitem.01:32306, gt.metaitem.01.32306.name
gregtech:gt.metaitem.01:32307, gt.metaitem.01.32307.name
gregtech:gt.metaitem.01:32308, gt.metaitem.01.32308.name
gregtech:gt.metaitem.01:32309, gt.metaitem.01.32309.name
gregtech:gt.metaitem.01:32310, gt.metaitem.01.32310.name
gregtech:gt.metaitem.01:32311, gt.metaitem.01.32311.name
gregtech:gt.metaitem.01:32312, gt.metaitem.01.32312.name
gregtech:gt.metaitem.01:32313, gt.metaitem.01.32313.name
gregtech:gt.metaitem.01:32314, gt.metaitem.01.32314.name
gregtech:gt.metaitem.01:32315, gt.metaitem.01.32315.name
gregtech:gt.metaitem.01:32316, gt.metaitem.01.32316.name
gregtech:gt.metaitem.01:32317, gt.metaitem.01.32317.name
gregtech:gt.metaitem.01:32350, gt.metaitem.01.32350.name
gregtech:gt.metaitem.01:32351, gt.metaitem.01.32351.name
gregtech:gt.metaitem.01:32352, gt.metaitem.01.32352.name
gregtech:gt.metaitem.01:32353, gt.metaitem.01.32353.name
gregtech:gt.metaitem.01:32354, gt.metaitem.01.32354.name
gregtech:gt.metaitem.01:32355, gt.metaitem.01.32355.name
gregtech:gt.metaitem.01:32356, gt.metaitem.01.32356.name
gregtech:gt.metaitem.01:32357, gt.metaitem.01.32357.name
gregtech:gt.metaitem.01:32358, gt.metaitem.01.32358.name
gregtech:gt.metaitem.01:32359, gt.metaitem.01.32359.name
gregtech:gt.metaitem.01:32360, gt.metaitem.01.32360.name
gregtech:gt.metaitem.01:32361, gt.metaitem.01.32361.name
gregtech:gt.metaitem.01:32362, gt.metaitem.01.32362.name
gregtech:gt.metaitem.01:32363, gt.metaitem.01.32363.name
gregtech:gt.metaitem.01:32364, gt.metaitem.01.32364.name
gregtech:gt.metaitem.01:32365, gt.metaitem.01.32365.name
gregtech:gt.metaitem.01:32366, gt.metaitem.01.32366.name
gregtech:gt.metaitem.01:32367, gt.metaitem.01.32367.name
gregtech:gt.metaitem.01:32368, gt.metaitem.01.32368.name
gregtech:gt.metaitem.01:32369, gt.metaitem.01.32369.name
gregtech:gt.metaitem.01:32370, gt.metaitem.01.32370.name
gregtech:gt.metaitem.01:32371, gt.metaitem.01.32371.name
gregtech:gt.metaitem.01:32372, gt.metaitem.01.32372.name
gregtech:gt.metaitem.01:32373, gt.metaitem.01.32373.name
gregtech:gt.metaitem.01:32398, gt.metaitem.01.32398.name
gregtech:gt.metaitem.01:32399, gt.metaitem.01.32399.name
gregtech:gt.metaitem.01:32400, gt.metaitem.01.32400.name
gregtech:gt.metaitem.01:32401, gt.metaitem.01.32401.name
gregtech:gt.metaitem.01:32402, gt.metaitem.01.32402.name
gregtech:gt.metaitem.01:32403, gt.metaitem.01.32403.name
gregtech:gt.metaitem.01:32404, gt.metaitem.01.32404.name
gregtech:gt.metaitem.01:32405, gt.metaitem.01.32405.name
gregtech:gt.metaitem.01:32406, gt.metaitem.01.32406.name
gregtech:gt.metaitem.01:32430, gt.metaitem.01.32430.name
gregtech:gt.metaitem.01:32432, gt.metaitem.01.32432.name
gregtech:gt.metaitem.01:32434, gt.metaitem.01.32434.name
gregtech:gt.metaitem.01:32436, gt.metaitem.01.32436.name
gregtech:gt.metaitem.01:32438, gt.metaitem.01.32438.name
gregtech:gt.metaitem.01:32440, gt.metaitem.01.32440.name
gregtech:gt.metaitem.01:32442, gt.metaitem.01.32442.name
gregtech:gt.metaitem.01:32444, gt.metaitem.01.32444.name
gregtech:gt.metaitem.01:32446, gt.metaitem.01.32446.name
gregtech:gt.metaitem.01:32448, gt.metaitem.01.32448.name
gregtech:gt.metaitem.01:32450, gt.metaitem.01.32450.name
gregtech:gt.metaitem.01:32452, gt.metaitem.01.32452.name
gregtech:gt.metaitem.01:32454, gt.metaitem.01.32454.name
gregtech:gt.metaitem.01:32456, gt.metaitem.01.32456.name
gregtech:gt.metaitem.01:32458, gt.metaitem.01.32458.name
gregtech:gt.metaitem.01:32460, gt.metaitem.01.32460.name
gregtech:gt.metaitem.01:32462, gt.metaitem.01.32462.name
gregtech:gt.metaitem.01:32463, gt.metaitem.01.32463.name
gregtech:gt.metaitem.01:32464, gt.metaitem.01.32464.name
gregtech:gt.metaitem.01:32471, gt.metaitem.01.32471.name
gregtech:gt.metaitem.01:32473, gt.metaitem.01.32473.name
gregtech:gt.metaitem.01:32474, gt.metaitem.01.32474.name
gregtech:gt.metaitem.01:32476, gt.metaitem.01.32476.name
gregtech:gt.metaitem.01:32477, gt.metaitem.01.32477.name
gregtech:gt.metaitem.01:32479, gt.metaitem.01.32479.name
gregtech:gt.metaitem.01:32480, gt.metaitem.01.32480.name
gregtech:gt.metaitem.01:32481, gt.metaitem.01.32481.name
gregtech:gt.metaitem.01:32487, gt.metaitem.01.32487.name
gregtech:gt.metaitem.01:32488, gt.metaitem.01.32488.name
gregtech:gt.metaitem.01:32489, gt.metaitem.01.32489.name
gregtech:gt.metaitem.01:32490, gt.metaitem.01.32490.name
gregtech:gt.metaitem.01:32491, gt.metaitem.01.32491.name
gregtech:gt.metaitem.01:32495, gt.metaitem.01.32495.name
gregtech:gt.metaitem.01:32496, gt.metaitem.01.32496.name
gregtech:gt.metaitem.01:32497, gt.metaitem.01.32497.name
gregtech:gt.metaitem.01:32498, gt.metaitem.01.32498.name
gregtech:gt.metaitem.01:32499, gt.metaitem.01.32499.name
gregtech:gt.metaitem.01:32499, gt.metaitem.01.32499.name
gregtech:gt.metaitem.01:32500, gt.metaitem.01.32500.name
gregtech:gt.metaitem.01:32501, gt.metaitem.01.32501.name
gregtech:gt.metaitem.01:32502, gt.metaitem.01.32502.name
gregtech:gt.metaitem.01:32510, gt.metaitem.01.32510.name
gregtech:gt.metaitem.01:32511, gt.metaitem.01.32511.name
gregtech:gt.metaitem.01:32517, gt.metaitem.01.32517.name
gregtech:gt.metaitem.01:32517, gt.metaitem.01.32517.name
gregtech:gt.metaitem.01:32518, gt.metaitem.01.32518.name
gregtech:gt.metaitem.01:32518, gt.metaitem.01.32518.name
gregtech:gt.metaitem.01:32519, gt.metaitem.01.32519.name
gregtech:gt.metaitem.01:32519, gt.metaitem.01.32519.name
gregtech:gt.metaitem.01:32520, gt.metaitem.01.32520.name
gregtech:gt.metaitem.01:32521, gt.metaitem.01.32521.name
gregtech:gt.metaitem.01:32527, gt.metaitem.01.32527.name
gregtech:gt.metaitem.01:32527, gt.metaitem.01.32527.name
gregtech:gt.metaitem.01:32528, gt.metaitem.01.32528.name
gregtech:gt.metaitem.01:32528, gt.metaitem.01.32528.name
gregtech:gt.metaitem.01:32529, gt.metaitem.01.32529.name
gregtech:gt.metaitem.01:32529, gt.metaitem.01.32529.name
gregtech:gt.metaitem.01:32530, gt.metaitem.01.32530.name
gregtech:gt.metaitem.01:32531, gt.metaitem.01.32531.name
gregtech:gt.metaitem.01:32537, gt.metaitem.01.32537.name
gregtech:gt.metaitem.01:32537, gt.metaitem.01.32537.name
gregtech:gt.metaitem.01:32538, gt.metaitem.01.32538.name
gregtech:gt.metaitem.01:32538, gt.metaitem.01.32538.name
gregtech:gt.metaitem.01:32539, gt.metaitem.01.32539.name
gregtech:gt.metaitem.01:32539, gt.metaitem.01.32539.name
gregtech:gt.metaitem.01:32597, gt.metaitem.01.32597.name
gregtech:gt.metaitem.01:32597, gt.metaitem.01.32597.name
gregtech:gt.metaitem.01:32598, gt.metaitem.01.32598.name
gregtech:gt.metaitem.01:32599, gt.metaitem.01.32599.name
gregtech:gt.metaitem.01:32599, gt.metaitem.01.32599.name
gregtech:gt.metaitem.01:32600, gt.metaitem.01.32600.name
gregtech:gt.metaitem.01:32601, gt.metaitem.01.32601.name
gregtech:gt.metaitem.01:32602, gt.metaitem.01.32602.name
gregtech:gt.metaitem.01:32603, gt.metaitem.01.32603.name
gregtech:gt.metaitem.01:32604, gt.metaitem.01.32604.name
gregtech:gt.metaitem.01:32605, gt.metaitem.01.32605.name
gregtech:gt.metaitem.01:32605, gt.metaitem.01.32605.name
gregtech:gt.metaitem.01:32606, gt.metaitem.01.32606.name
gregtech:gt.metaitem.01:32607, gt.metaitem.01.32607.name
gregtech:gt.metaitem.01:32608, gt.metaitem.01.32608.name
gregtech:gt.metaitem.01:32610, gt.metaitem.01.32610.name
gregtech:gt.metaitem.01:32611, gt.metaitem.01.32611.name
gregtech:gt.metaitem.01:32612, gt.metaitem.01.32612.name
gregtech:gt.metaitem.01:32613, gt.metaitem.01.32613.name
gregtech:gt.metaitem.01:32614, gt.metaitem.01.32614.name
gregtech:gt.metaitem.01:32615, gt.metaitem.01.32615.name
gregtech:gt.metaitem.01:32616, gt.metaitem.01.32616.name
gregtech:gt.metaitem.01:32617, gt.metaitem.01.32617.name
gregtech:gt.metaitem.01:32618, gt.metaitem.01.32618.name
gregtech:gt.metaitem.01:32619, gt.metaitem.01.32619.name
gregtech:gt.metaitem.01:32620, gt.metaitem.01.32620.name
gregtech:gt.metaitem.01:32621, gt.metaitem.01.32621.name
gregtech:gt.metaitem.01:32622, gt.metaitem.01.32622.name
gregtech:gt.metaitem.01:32630, gt.metaitem.01.32630.name
gregtech:gt.metaitem.01:32631, gt.metaitem.01.32631.name
gregtech:gt.metaitem.01:32632, gt.metaitem.01.32632.name
gregtech:gt.metaitem.01:32633, gt.metaitem.01.32633.name
gregtech:gt.metaitem.01:32634, gt.metaitem.01.32634.name
gregtech:gt.metaitem.01:32635, gt.metaitem.01.32635.name
gregtech:gt.metaitem.01:32636, gt.metaitem.01.32636.name
gregtech:gt.metaitem.01:32637, gt.metaitem.01.32637.name
gregtech:gt.metaitem.01:32638, gt.metaitem.01.32638.name
gregtech:gt.metaitem.01:32640, gt.metaitem.01.32640.name
gregtech:gt.metaitem.01:32641, gt.metaitem.01.32641.name
gregtech:gt.metaitem.01:32642, gt.metaitem.01.32642.name
gregtech:gt.metaitem.01:32643, gt.metaitem.01.32643.name
gregtech:gt.metaitem.01:32644, gt.metaitem.01.32644.name
gregtech:gt.metaitem.01:32645, gt.metaitem.01.32645.name
gregtech:gt.metaitem.01:32646, gt.metaitem.01.32646.name
gregtech:gt.metaitem.01:32647, gt.metaitem.01.32647.name
gregtech:gt.metaitem.01:32650, gt.metaitem.01.32650.name
gregtech:gt.metaitem.01:32651, gt.metaitem.01.32651.name
gregtech:gt.metaitem.01:32652, gt.metaitem.01.32652.name
gregtech:gt.metaitem.01:32653, gt.metaitem.01.32653.name
gregtech:gt.metaitem.01:32654, gt.metaitem.01.32654.name
gregtech:gt.metaitem.01:32655, gt.metaitem.01.32655.name
gregtech:gt.metaitem.01:32656, gt.metaitem.01.32656.name
gregtech:gt.metaitem.01:32657, gt.metaitem.01.32657.name
gregtech:gt.metaitem.01:32670, gt.metaitem.01.32670.name
gregtech:gt.metaitem.01:32671, gt.metaitem.01.32671.name
gregtech:gt.metaitem.01:32672, gt.metaitem.01.32672.name
gregtech:gt.metaitem.01:32673, gt.metaitem.01.32673.name
gregtech:gt.metaitem.01:32674, gt.metaitem.01.32674.name
gregtech:gt.metaitem.01:32675, gt.metaitem.01.32675.name
gregtech:gt.metaitem.01:32676, gt.metaitem.01.32676.name
gregtech:gt.metaitem.01:32677, gt.metaitem.01.32677.name
gregtech:gt.metaitem.01:32680, gt.metaitem.01.32680.name
gregtech:gt.metaitem.01:32681, gt.metaitem.01.32681.name
gregtech:gt.metaitem.01:32682, gt.metaitem.01.32682.name
gregtech:gt.metaitem.01:32683, gt.metaitem.01.32683.name
gregtech:gt.metaitem.01:32684, gt.metaitem.01.32684.name
gregtech:gt.metaitem.01:32685, gt.metaitem.01.32685.name
gregtech:gt.metaitem.01:32686, gt.metaitem.01.32686.name
gregtech:gt.metaitem.01:32687, gt.metaitem.01.32687.name
gregtech:gt.metaitem.01:32690, gt.metaitem.01.32690.name
gregtech:gt.metaitem.01:32691, gt.metaitem.01.32691.name
gregtech:gt.metaitem.01:32692, gt.metaitem.01.32692.name
gregtech:gt.metaitem.01:32693, gt.metaitem.01.32693.name
gregtech:gt.metaitem.01:32694, gt.metaitem.01.32694.name
gregtech:gt.metaitem.01:32695, gt.metaitem.01.32695.name
gregtech:gt.metaitem.01:32696, gt.metaitem.01.32696.name
gregtech:gt.metaitem.01:32697, gt.metaitem.01.32697.name
gregtech:gt.metaitem.01:32700, gt.metaitem.01.32700.name
gregtech:gt.metaitem.01:32701, gt.metaitem.01.32701.name
gregtech:gt.metaitem.01:32702, gt.metaitem.01.32702.name
gregtech:gt.metaitem.01:32703, gt.metaitem.01.32703.name
gregtech:gt.metaitem.01:32704, gt.metaitem.01.32704.name
gregtech:gt.metaitem.01:32705, gt.metaitem.01.32705.name
gregtech:gt.metaitem.01:32706, gt.metaitem.01.32706.name
gregtech:gt.metaitem.01:32707, gt.metaitem.01.32707.name
gregtech:gt.metaitem.01:32708, gt.metaitem.01.32708.name
gregtech:gt.metaitem.01:32710, gt.metaitem.01.32710.name
gregtech:gt.metaitem.01:32711, gt.metaitem.01.32711.name
gregtech:gt.metaitem.01:32712, gt.metaitem.01.32712.name
gregtech:gt.metaitem.01:32713, gt.metaitem.01.32713.name
gregtech:gt.metaitem.01:32714, gt.metaitem.01.32714.name
gregtech:gt.metaitem.01:32715, gt.metaitem.01.32715.name
gregtech:gt.metaitem.01:32716, gt.metaitem.01.32716.name
gregtech:gt.metaitem.01:32717, gt.metaitem.01.32717.name
gregtech:gt.metaitem.01:32718, gt.metaitem.01.32718.name
gregtech:gt.metaitem.01:32719, gt.metaitem.01.32719.name
gregtech:gt.metaitem.01:32720, gt.metaitem.01.32720.name
gregtech:gt.metaitem.01:32721, gt.metaitem.01.32721.name
gregtech:gt.metaitem.01:32722, gt.metaitem.01.32722.name
gregtech:gt.metaitem.01:32723, gt.metaitem.01.32723.name
gregtech:gt.metaitem.01:32724, gt.metaitem.01.32724.name
gregtech:gt.metaitem.01:32725, gt.metaitem.01.32725.name
gregtech:gt.metaitem.01:32726, gt.metaitem.01.32726.name
gregtech:gt.metaitem.01:32727, gt.metaitem.01.32727.name
gregtech:gt.metaitem.01:32728, gt.metaitem.01.32728.name
gregtech:gt.metaitem.01:32729, gt.metaitem.01.32729.name
gregtech:gt.metaitem.01:32730, gt.metaitem.01.32730.name
gregtech:gt.metaitem.01:32731, gt.metaitem.01.32731.name
gregtech:gt.metaitem.01:32732, gt.metaitem.01.32732.name
gregtech:gt.metaitem.01:32733, gt.metaitem.01.32733.name
gregtech:gt.metaitem.01:32734, gt.metaitem.01.32734.name
gregtech:gt.metaitem.01:32735, gt.metaitem.01.32735.name
gregtech:gt.metaitem.01:32736, gt.metaitem.01.32736.name
gregtech:gt.metaitem.01:32736, gt.metaitem.01.32736.name
gregtech:gt.metaitem.01:32737, gt.metaitem.01.32737.name
gregtech:gt.metaitem.01:32737, gt.metaitem.01.32737.name
gregtech:gt.metaitem.01:32740, gt.metaitem.01.32740.name
gregtech:gt.metaitem.01:32741, gt.metaitem.01.32741.name
gregtech:gt.metaitem.01:32742, gt.metaitem.01.32742.name
gregtech:gt.metaitem.01:32744, gt.metaitem.01.32744.name
gregtech:gt.metaitem.01:32745, gt.metaitem.01.32745.name
gregtech:gt.metaitem.01:32746, gt.metaitem.01.32746.name
gregtech:gt.metaitem.01:32747, gt.metaitem.01.32747.name
gregtech:gt.metaitem.01:32748, gt.metaitem.01.32748.name
gregtech:gt.metaitem.01:32749, gt.metaitem.01.32749.name
gregtech:gt.metaitem.01:32750, gt.metaitem.01.32750.name
gregtech:gt.metaitem.01:32751, gt.metaitem.01.32751.name
gregtech:gt.metaitem.01:32752, gt.metaitem.01.32752.name
gregtech:gt.metaitem.01:32753, gt.metaitem.01.32753.name
gregtech:gt.metaitem.01:32754, gt.metaitem.01.32754.name
gregtech:gt.metaitem.01:32755, gt.metaitem.01.32755.name
gregtech:gt.metaitem.01:32756, gt.metaitem.01.32756.name
gregtech:gt.metaitem.01:32757, gt.metaitem.01.32757.name
gregtech:gt.metaitem.01:32758, gt.metaitem.01.32758.name
gregtech:gt.metaitem.01:32759, gt.metaitem.01.32759.name
gregtech:gt.metaitem.01:32760, gt.metaitem.01.32760.name
gregtech:gt.metaitem.01:32761, gt.metaitem.01.32761.name
gregtech:gt.metaitem.01:32761, gt.metaitem.01.32761.name
gregtech:gt.metaitem.01:32762, gt.metaitem.01.32762.name
gregtech:gt.metaitem.01:32762, gt.metaitem.01.32762.name
gregtech:gt.metaitem.01:32763, gt.metaitem.01.32763.name
gregtech:gt.metaitem.01:32764, gt.metaitem.01.32764.name
gregtech:gt.metaitem.01:32765, gt.metaitem.01.32765.name
gregtech:gt.metaitem.02:16008, gt.metaitem.02.16008.name
gregtech:gt.metaitem.02:16010, gt.metaitem.02.16010.name
gregtech:gt.metaitem.02:16019, gt.metaitem.02.16019.name
gregtech:gt.metaitem.02:16028, gt.metaitem.02.16028.name
gregtech:gt.metaitem.02:16030, gt.metaitem.02.16030.name
gregtech:gt.metaitem.02:16031, gt.metaitem.02.16031.name
gregtech:gt.metaitem.02:16032, gt.metaitem.02.16032.name
gregtech:gt.metaitem.02:16033, gt.metaitem.02.16033.name
gregtech:gt.metaitem.02:16034, gt.metaitem.02.16034.name
gregtech:gt.metaitem.02:16048, gt.metaitem.02.16048.name
gregtech:gt.metaitem.02:16052, gt.metaitem.02.16052.name
gregtech:gt.metaitem.02:16054, gt.metaitem.02.16054.name
gregtech:gt.metaitem.02:16067, gt.metaitem.02.16067.name
gregtech:gt.metaitem.02:16081, gt.metaitem.02.16081.name
gregtech:gt.metaitem.02:16083, gt.metaitem.02.16083.name
gregtech:gt.metaitem.02:16084, gt.metaitem.02.16084.name
gregtech:gt.metaitem.02:16085, gt.metaitem.02.16085.name
gregtech:gt.metaitem.02:16086, gt.metaitem.02.16086.name
gregtech:gt.metaitem.02:16089, gt.metaitem.02.16089.name
gregtech:gt.metaitem.02:16090, gt.metaitem.02.16090.name
gregtech:gt.metaitem.02:16096, gt.metaitem.02.16096.name
gregtech:gt.metaitem.02:16097, gt.metaitem.02.16097.name
gregtech:gt.metaitem.02:16098, gt.metaitem.02.16098.name
gregtech:gt.metaitem.02:16100, gt.metaitem.02.16100.name
gregtech:gt.metaitem.02:16101, gt.metaitem.02.16101.name
gregtech:gt.metaitem.02:16129, gt.metaitem.02.16129.name
gregtech:gt.metaitem.02:16300, gt.metaitem.02.16300.name
gregtech:gt.metaitem.02:16301, gt.metaitem.02.16301.name
gregtech:gt.metaitem.02:16302, gt.metaitem.02.16302.name
gregtech:gt.metaitem.02:16303, gt.metaitem.02.16303.name
gregtech:gt.metaitem.02:16304, gt.metaitem.02.16304.name
gregtech:gt.metaitem.02:16305, gt.metaitem.02.16305.name
gregtech:gt.metaitem.02:16306, gt.metaitem.02.16306.name
gregtech:gt.metaitem.02:16307, gt.metaitem.02.16307.name
gregtech:gt.metaitem.02:16310, gt.metaitem.02.16310.name
gregtech:gt.metaitem.02:16311, gt.metaitem.02.16311.name
gregtech:gt.metaitem.02:16312, gt.metaitem.02.16312.name
gregtech:gt.metaitem.02:16313, gt.metaitem.02.16313.name
gregtech:gt.metaitem.02:16316, gt.metaitem.02.16316.name
gregtech:gt.metaitem.02:16317, gt.metaitem.02.16317.name
gregtech:gt.metaitem.02:16321, gt.metaitem.02.16321.name
gregtech:gt.metaitem.02:16323, gt.metaitem.02.16323.name
gregtech:gt.metaitem.02:16324, gt.metaitem.02.16324.name
gregtech:gt.metaitem.02:16325, gt.metaitem.02.16325.name
gregtech:gt.metaitem.02:16326, gt.metaitem.02.16326.name
gregtech:gt.metaitem.02:16327, gt.metaitem.02.16327.name
gregtech:gt.metaitem.02:16328, gt.metaitem.02.16328.name
gregtech:gt.metaitem.02:16329, gt.metaitem.02.16329.name
gregtech:gt.metaitem.02:16330, gt.metaitem.02.16330.name
gregtech:gt.metaitem.02:16331, gt.metaitem.02.16331.name
gregtech:gt.metaitem.02:16334, gt.metaitem.02.16334.name
gregtech:gt.metaitem.02:16335, gt.metaitem.02.16335.name
gregtech:gt.metaitem.02:16340, gt.metaitem.02.16340.name
gregtech:gt.metaitem.02:16341, gt.metaitem.02.16341.name
gregtech:gt.metaitem.02:16343, gt.metaitem.02.16343.name
gregtech:gt.metaitem.02:16344, gt.metaitem.02.16344.name
gregtech:gt.metaitem.02:16348, gt.metaitem.02.16348.name
gregtech:gt.metaitem.02:16349, gt.metaitem.02.16349.name
gregtech:gt.metaitem.02:16350, gt.metaitem.02.16350.name
gregtech:gt.metaitem.02:16351, gt.metaitem.02.16351.name
gregtech:gt.metaitem.02:16352, gt.metaitem.02.16352.name
gregtech:gt.metaitem.02:16353, gt.metaitem.02.16353.name
gregtech:gt.metaitem.02:16354, gt.metaitem.02.16354.name
gregtech:gt.metaitem.02:16355, gt.metaitem.02.16355.name
gregtech:gt.metaitem.02:16356, gt.metaitem.02.16356.name
gregtech:gt.metaitem.02:16363, gt.metaitem.02.16363.name
gregtech:gt.metaitem.02:16364, gt.metaitem.02.16364.name
gregtech:gt.metaitem.02:16370, gt.metaitem.02.16370.name
gregtech:gt.metaitem.02:16371, gt.metaitem.02.16371.name
gregtech:gt.metaitem.02:16372, gt.metaitem.02.16372.name
gregtech:gt.metaitem.02:16373, gt.metaitem.02.16373.name
gregtech:gt.metaitem.02:16374, gt.metaitem.02.16374.name
gregtech:gt.metaitem.02:16470, gt.metaitem.02.16470.name
gregtech:gt.metaitem.02:16472, gt.metaitem.02.16472.name
gregtech:gt.metaitem.02:16473, gt.metaitem.02.16473.name
gregtech:gt.metaitem.02:16610, gt.metaitem.02.16610.name
gregtech:gt.metaitem.02:16613, gt.metaitem.02.16613.name
gregtech:gt.metaitem.02:16631, gt.metaitem.02.16631.name
gregtech:gt.metaitem.02:16801, gt.metaitem.02.16801.name
gregtech:gt.metaitem.02:16819, gt.metaitem.02.16819.name
gregtech:gt.metaitem.02:16884, gt.metaitem.02.16884.name
gregtech:gt.metaitem.02:19035, gt.metaitem.02.19035.name
gregtech:gt.metaitem.02:19057, gt.metaitem.02.19057.name
gregtech:gt.metaitem.02:19083, gt.metaitem.02.19083.name
gregtech:gt.metaitem.02:19085, gt.metaitem.02.19085.name
gregtech:gt.metaitem.02:19086, gt.metaitem.02.19086.name
gregtech:gt.metaitem.02:19089, gt.metaitem.02.19089.name
gregtech:gt.metaitem.02:19303, gt.metaitem.02.19303.name
gregtech:gt.metaitem.02:19305, gt.metaitem.02.19305.name
gregtech:gt.metaitem.02:19308, gt.metaitem.02.19308.name
gregtech:gt.metaitem.02:19314, gt.metaitem.02.19314.name
gregtech:gt.metaitem.02:19345, gt.metaitem.02.19345.name
gregtech:gt.metaitem.02:19358, gt.metaitem.02.19358.name
gregtech:gt.metaitem.02:19360, gt.metaitem.02.19360.name
gregtech:gt.metaitem.02:20019, gt.metaitem.02.20019.name
gregtech:gt.metaitem.02:20028, gt.metaitem.02.20028.name
gregtech:gt.metaitem.02:20129, gt.metaitem.02.20129.name
gregtech:gt.metaitem.02:20305, gt.metaitem.02.20305.name
gregtech:gt.metaitem.02:20306, gt.metaitem.02.20306.name
gregtech:gt.metaitem.02:20316, gt.metaitem.02.20316.name
gregtech:gt.metaitem.02:20372, gt.metaitem.02.20372.name
gregtech:gt.metaitem.02:20373, gt.metaitem.02.20373.name
gregtech:gt.metaitem.02:21028, gt.metaitem.02.21028.name
gregtech:gt.metaitem.02:21030, gt.metaitem.02.21030.name
gregtech:gt.metaitem.02:21057, gt.metaitem.02.21057.name
gregtech:gt.metaitem.02:21083, gt.metaitem.02.21083.name
gregtech:gt.metaitem.02:21084, gt.metaitem.02.21084.name
gregtech:gt.metaitem.02:21129, gt.metaitem.02.21129.name
gregtech:gt.metaitem.02:21300, gt.metaitem.02.21300.name
gregtech:gt.metaitem.02:21305, gt.metaitem.02.21305.name
gregtech:gt.metaitem.02:21306, gt.metaitem.02.21306.name
gregtech:gt.metaitem.02:21316, gt.metaitem.02.21316.name
gregtech:gt.metaitem.02:21372, gt.metaitem.02.21372.name
gregtech:gt.metaitem.02:21373, gt.metaitem.02.21373.name
gregtech:gt.metaitem.02:22008, gt.metaitem.02.22008.name
gregtech:gt.metaitem.02:22010, gt.metaitem.02.22010.name
gregtech:gt.metaitem.02:22019, gt.metaitem.02.22019.name
gregtech:gt.metaitem.02:22028, gt.metaitem.02.22028.name
gregtech:gt.metaitem.02:22030, gt.metaitem.02.22030.name
gregtech:gt.metaitem.02:22031, gt.metaitem.02.22031.name
gregtech:gt.metaitem.02:22032, gt.metaitem.02.22032.name
gregtech:gt.metaitem.02:22033, gt.metaitem.02.22033.name
gregtech:gt.metaitem.02:22034, gt.metaitem.02.22034.name
gregtech:gt.metaitem.02:22048, gt.metaitem.02.22048.name
gregtech:gt.metaitem.02:22052, gt.metaitem.02.22052.name
gregtech:gt.metaitem.02:22054, gt.metaitem.02.22054.name
gregtech:gt.metaitem.02:22067, gt.metaitem.02.22067.name
gregtech:gt.metaitem.02:22081, gt.metaitem.02.22081.name
gregtech:gt.metaitem.02:22083, gt.metaitem.02.22083.name
gregtech:gt.metaitem.02:22084, gt.metaitem.02.22084.name
gregtech:gt.metaitem.02:22085, gt.metaitem.02.22085.name
gregtech:gt.metaitem.02:22086, gt.metaitem.02.22086.name
gregtech:gt.metaitem.02:22089, gt.metaitem.02.22089.name
gregtech:gt.metaitem.02:22090, gt.metaitem.02.22090.name
gregtech:gt.metaitem.02:22096, gt.metaitem.02.22096.name
gregtech:gt.metaitem.02:22097, gt.metaitem.02.22097.name
gregtech:gt.metaitem.02:22098, gt.metaitem.02.22098.name
gregtech:gt.metaitem.02:22100, gt.metaitem.02.22100.name
gregtech:gt.metaitem.02:22101, gt.metaitem.02.22101.name
gregtech:gt.metaitem.02:22103, gt.metaitem.02.22103.name
gregtech:gt.metaitem.02:22129, gt.metaitem.02.22129.name
gregtech:gt.metaitem.02:22300, gt.metaitem.02.22300.name
gregtech:gt.metaitem.02:22301, gt.metaitem.02.22301.name
gregtech:gt.metaitem.02:22302, gt.metaitem.02.22302.name
gregtech:gt.metaitem.02:22303, gt.metaitem.02.22303.name
gregtech:gt.metaitem.02:22304, gt.metaitem.02.22304.name
gregtech:gt.metaitem.02:22305, gt.metaitem.02.22305.name
gregtech:gt.metaitem.02:22306, gt.metaitem.02.22306.name
gregtech:gt.metaitem.02:22307, gt.metaitem.02.22307.name
gregtech:gt.metaitem.02:22310, gt.metaitem.02.22310.name
gregtech:gt.metaitem.02:22311, gt.metaitem.02.22311.name
gregtech:gt.metaitem.02:22312, gt.metaitem.02.22312.name
gregtech:gt.metaitem.02:22313, gt.metaitem.02.22313.name
gregtech:gt.metaitem.02:22316, gt.metaitem.02.22316.name
gregtech:gt.metaitem.02:22317, gt.metaitem.02.22317.name
gregtech:gt.metaitem.02:22321, gt.metaitem.02.22321.name
gregtech:gt.metaitem.02:22323, gt.metaitem.02.22323.name
gregtech:gt.metaitem.02:22324, gt.metaitem.02.22324.name
gregtech:gt.metaitem.02:22325, gt.metaitem.02.22325.name
gregtech:gt.metaitem.02:22326, gt.metaitem.02.22326.name
gregtech:gt.metaitem.02:22327, gt.metaitem.02.22327.name
gregtech:gt.metaitem.02:22328, gt.metaitem.02.22328.name
gregtech:gt.metaitem.02:22329, gt.metaitem.02.22329.name
